Num;ID;Energy_kcal;Protein_g;Fat_g;Carb_g;Sugar_g;Fiber_g;VitA_mcg;VitB6_mg;VitB12_mcg;VitC_mg;VitE_mg;Folate_mcg;Niacin_mg;Riboflavin_mg;Thiamin_mg;Calcium_mg;Copper_mcg;Iron_mg;Magnesium_mg;Manganese_mg;Phosphorus_mg;Selenium_mcg;Zinc_mg;VitA_USRDA;VitB6_USRDA;VitB12_USRDA;VitC_USRDA;VitE_USRDA;Folate_USRDA;Niacin_USRDA;Riboflavin_USRDA;Thiamin_USRDA;Calcium_USRDA;Copper_USRDA;Magnesium_USRDA;Phosphorus_USRDA;Selenium_USRDA;Zinc_USRDA
5387;17309;183;26.75;7.68;0;0;0;0;0.46;3.19;0;0;0;5.725;0.42;0.135;13;0.173;2.48;26;0.015;237;14.2;5.21;0;0.270588235294118;132.916.666.666.667;0;0;0;0.3578125;0.323076923076923;0.1125;0.0108333333333333;0.000192222222222222;0.0619047619047619;0.338571428571429;0.258181818181818;0.473636363636364
1754;7908;315;13.4;26.6;4.6;0;0;0;0.218;0.45;0;0.42;3;3.53;0.176;0.317;0;0.051;0.64;14;0;151;22.9;1.59;0;0.128235294117647;0.1875;0;0.028;0.0075;0.220625;0.135384615384615;0.264166666666667;0;5,67E+09;0.0333333333333333;0.215714285714286;0.416363636363636;0.144545454545455
6864;21388;403;7.02;17.95;53.38;17.98;2.2;0;0.044;0.11;0;1.11;0;3.16;0.303;0.254;54;0.07;2.55;13;0.561;180;11.7;0.54;0;0.0258823529411765;0.0458333333333333;0;0.074;0;0.1975;0.233076923076923;0.211666666666667;0.045;7,78E+09;0.030952380952381;0.257142857142857;0.212727272727273;0.0490909090909091
3859;13370;205;33.26;6.99;0;0;0;0;0.318;2.42;0;0.43;11;4.84;0.208;0.067;16;0.115;2.82;22;0.012;205;34;8;0;0.187058823529412;100.833.333.333.333;0;0.0286666666666667;0.0275;0.3025;0.16;0.0558333333333333;0.0133333333333333;0.000127777777777778;0.0523809523809524;0.292857142857143;0.618181818181818;0.727272727272727
4184;14045;57;3.32;1.93;7.74;5.95;1.6;170;0.225;0.68;19.4;4.58;66;2.26;0.19;0.17;161;0.012;0.87;45;0;161;5.7;0.72;0.188888888888889;0.132352941176471;0.283333333333333;0.215555555555556;0.305333333333333;0.165;0.14125;0.146153846153846;0.141666666666667;0.134166666666667;1,33E+09;0.107142857142857;0.23;0.103636363636364;0.0654545454545454
4055;13873;223;26.05;12.44;0;0;0;0;0.342;1.56;0;0.41;8;4.71;0.146;0.054;6;0.057;2.15;17;0.009;159;27.4;4.31;0;0.201176470588235;0.65;0;0.0273333333333333;0.02;0.294375;0.112307692307692;0.045;0.005;6,33E+09;0.0404761904761905;0.227142857142857;0.498181818181818;0.391818181818182
5105;17026;143;20.88;5.94;0;0;0;0;0.17;2.21;0;0.19;24;6.51;0.23;0.13;12;0.128;1.91;27;0.024;190;23.6;3.19;0;0.1;0.920833333333333;0;0.0126666666666667;0.06;0.406875;0.176923076923077;0.108333333333333;0.01;0.000142222222222222;0.0642857142857143;0.271428571428571;0.429090909090909;0.29
5802;18357;333;5;12.2;51.6;0;0;0;0.031;0.02;0.2;0;79;3.703;0.249;0.47;31;0.065;2.44;11;0.415;321;16.3;0.31;0;0.0182352941176471;0.00833333333333333;0.00222222222222222;0;0.1975;0.2314375;0.191538461538462;0.391666666666667;0.0258333333333333;7,22E+09;0.0261904761904762;0.458571428571429;0.296363636363636;0.0281818181818182
4067;13885;199;19.48;12.83;0;0;0;0;0.41;3;0;0;7;3.14;0.18;0.11;5;0.076;1.99;21;0.013;192;19.6;4.37;0;0.241176470588235;1.25;0;0;0.0175;0.19625;0.138461538461538;0.0916666666666667;0.00416666666666667;8,44E+09;0.05;0.274285714285714;0.356363636363636;0.397272727272727
6293;19370;405;0.19;4.37;90.78;75.84;0;0;0.003;0;66.8;0.17;0;0.007;0.023;0;0;0.036;0;1;0.063;1;1;0.02;0;0.00176470588235294;0;0.742222222222222;0.0113333333333333;0;0.0004375;0.0176923076923077;0;0;4,00E-05;0.00238095238095238;0.00142857142857143;0.0181818181818182;0.00181818181818182
830;5031;246;30.45;12.09;1.82;0;0.1;20;0.54;0.33;0;0.57;9;12.035;0.133;0.076;16;0.058;1.21;27;0.026;213;29.1;1.26;0.0222222222222222;0.317647058823529;0.1375;0;0.038;0.0225;0.7521875;0.102307692307692;0.0633333333333333;0.0133333333333333;6,44E+09;0.0642857142857143;0.304285714285714;0.529090909090909;0.114545454545455
6649;21065;197;9.91;6.84;25.35;0;0;55;0.12;0.59;2;0;53;2.29;0.36;0.16;86;0.175;2.29;29;0.242;85;13.2;1.81;0.0611111111111111;0.0705882352941176;0.245833333333333;0.0222222222222222;0;0.1325;0.143125;0.276923076923077;0.133333333333333;0.0716666666666667;0.000194444444444444;0.0690476190476191;0.121428571428571;0.24;0.164545454545455
7669;25031;422;30;14;45;27;2;1050;2;4.2;120;24;272;20;1.7;0.75;200;0.774;3.6;80;0.846;300;3.9;7.5;116.666.666.666.667;117.647.058.823.529;1.75;133.333.333.333.333;1.6;0.68;1.25;130.769.230.769.231;0.625;0.166666666666667;0.00086;0.19047619047619;0.428571428571429;0.0709090909090909;0.681818181818182
3665;12059;509;8.1;31.41;53.66;0;0;0;0.695;0;0;0;115;2.406;0.154;0.149;54;0.818;1.04;82;1.363;103;0;0.67;0;0.408823529411765;0;0;0;0.2875;0.150375;0.118461538461538;0.124166666666667;0.045;0.000908888888888889;0.195238095238095;0.147142857142857;0;0.0609090909090909
2291;9135;60;0.37;0.13;14.77;14.2;0.2;0;0.032;0;0.1;0;0;0.133;0.015;0.017;11;0.018;0.25;10;0.239;14;0;0.07;0;0.0188235294117647;0;0.00111111111111111;0;0;0.0083125;0.0115384615384615;0.0141666666666667;0.00916666666666667;2,00E-05;0.0238095238095238;0.02;0;0.00636363636363636
5389;17311;219;25.49;12.25;0;0;0;0;0.493;2;0;0;0;7.831;0.322;0.173;21;0.15;2.12;25;0.013;214;9.6;3.36;0;0.29;0.833333333333333;0;0;0;0.4894375;0.247692307692308;0.144166666666667;0.0175;0.000166666666666667;0.0595238095238095;0.305714285714286;0.174545454545455;0.305454545454545
6711;21133;133;4.03;6.32;18;0;0;79;0.23;0.1;14.3;0;18;1.06;0.08;0.08;99;0.191;0.98;23;0.237;102;1.7;0.6;0.0877777777777778;0.135294117647059;0.0416666666666667;0.158888888888889;0;0.045;0.06625;0.0615384615384615;0.0666666666666667;0.0825;0.000212222222222222;0.0547619047619048;0.145714285714286;0.0309090909090909;0.0545454545454545
5740;18280;321;7.4;10.2;49.1;0;2.4;41;0.106;0.16;0.1;0;89;2.101;0.276;0.249;75;0.063;1.94;21;0.221;384;15.2;0.64;0.0455555555555556;0.0623529411764706;0.0666666666666667;0.00111111111111111;0;0.2225;0.1313125;0.212307692307692;0.2075;0.0625;7,00E-05;0.05;0.548571428571429;0.276363636363636;0.0581818181818182
394;3156;68;0.2;0.1;18.4;8.41;1.6;2;0.092;0;21.2;0.02;6;0.182;0.019;0.015;7;0.04;0.13;6;0;5;0.6;0.03;0.00222222222222222;0.0541176470588235;0;0.235555555555556;0.00133333333333333;0.015;0.011375;0.0146153846153846;0.0125;0.00583333333333333;4,44E+09;0.0142857142857143;0.00714285714285714;0.0109090909090909;0.00272727272727273
2884;11044;21;2.03;0.09;4.19;2.84;0.8;1;0.054;0;11.4;0.07;29;0.817;0.102;0.05;12;0.122;0.65;14;0.14;28;0.6;0.47;0.00111111111111111;0.0317647058823529;0;0.126666666666667;0.00466666666666667;0.0725;0.0510625;0.0784615384615385;0.0416666666666667;0.01;0.000135555555555556;0.0333333333333333;0.04;0.0109090909090909;0.0427272727272727
6846;21360;304;13.45;18.77;22.26;2.18;0.9;0;0.093;0;2.1;0;0;1.959;0.416;0.262;109;0.073;2.13;12;0.137;335;0;0.9;0;0.0547058823529412;0;0.0233333333333333;0;0;0.1224375;0.32;0.218333333333333;0.0908333333333333;8,11E+09;0.0285714285714286;0.478571428571429;0;0.0818181818181818
3757;12586;581;16.84;47.77;30.16;5.01;3.3;0;0.323;0;0.3;0.92;25;1.736;0.218;0.363;43;2.043;6.05;273;1.668;531;20.3;5.35;0;0.19;0;0.00333333333333333;0.0613333333333333;0.0625;0.1085;0.167692307692308;0.3025;0.0358333333333333;0.00227;0.65;0.758571428571429;0.369090909090909;0.486363636363636
4998;16429;271;17.19;20.18;10.5;0;3.9;0;0.099;0;0;0;27;0.1;0.05;0.17;961;0.398;4.87;95;1.495;287;28.5;1.99;0;0.0582352941176471;0;0;0;0.0675;0.00625;0.0384615384615385;0.141666666666667;0.800833333333333;0.000442222222222222;0.226190476190476;0.41;0.518181818181818;0.180909090909091
1887;8113;53;1.82;0.34;10.92;0.76;0.8;0;0.096;0;0;0.04;119;1.493;0.065;0.126;97;0.041;5.33;7;0.196;37;3;0.23;0;0.0564705882352941;0;0;0.00266666666666667;0.2975;0.0933125;0.05;0.105;0.0808333333333333;4,56E+09;0.0166666666666667;0.0528571428571429;0.0545454545454545;0.0209090909090909
4090;13908;294;24.21;21.13;0;0;0;7;0.662;1.79;0;0.25;6;5.618;0.234;0.053;19;0.069;3.24;17;0.003;194;26.3;4.02;0.00777777777777778;0.389411764705882;0.745833333333333;0;0.0166666666666667;0.015;0.351125;0.18;0.0441666666666667;0.0158333333333333;7,67E+09;0.0404761904761905;0.277142857142857;0.478181818181818;0.365454545454545
4096;13914;250;26.72;15.11;0;0;0;0;0.585;1.38;0;0.45;0;6.978;0.14;0.078;22;0.073;1.63;23;0.009;213;28.8;4.85;0;0.344117647058824;0.575;0;0.03;0;0.436125;0.107692307692308;0.065;0.0183333333333333;8,11E+09;0.0547619047619048;0.304285714285714;0.523636363636364;0.440909090909091
6445;20029;112;3.79;0.16;23.22;0.1;1.4;0;0.051;0;0;0.13;15;0.983;0.027;0.063;8;0.041;0.38;8;0.084;22;27.5;0.26;0;0.03;0;0;0.00866666666666667;0.0375;0.0614375;0.0207692307692308;0.0525;0.00666666666666667;4,56E+09;0.019047619047619;0.0314285714285714;0.5;0.0236363636363636
1589;6997;42;1.69;1.69;5.08;1.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311;3019;330;0.82;2.24;76.61;68.65;7.8;12;0.201;0;179.9;0.96;1;0.334;0.046;0.041;18;0.242;1.05;9;0.7;23;1.4;0.14;0.0133333333333333;0.118235294117647;0;199.888.888.888.889;0.064;0.0025;0.020875;0.0353846153846154;0.0341666666666667;0.015;0.000268888888888889;0.0214285714285714;0.0328571428571429;0.0254545454545455;0.0127272727272727
613;4011;334;0.6;32.9;8.5;4.2;0.1;0;0;0;0.3;0;0;0;0;0;6;0;0.2;0;0;58;0;0;0;0;0;0.00333333333333333;0;0;0;0;0;0.005;0;0;0.0828571428571429;0;0
3417;11764;18;0.83;0.16;4;2.37;1.6;26;0.086;0;6.1;0.35;22;0.319;0.047;0.043;42;0.036;0.42;12;0.106;25;1;0.14;0.0288888888888889;0.0505882352941176;0;0.0677777777777778;0.0233333333333333;0.055;0.0199375;0.0361538461538462;0.0358333333333333;0.035;4,00E-05;0.0285714285714286;0.0357142857142857;0.0181818181818182;0.0127272727272727
1981;8363;200;17.56;5.16;59.51;0;41.3;0;0.68;0.23;0;0;299;20.62;0.45;1.1;66;1.09;13.88;606;17.38;1314;0;11.23;0;0.4;0.0958333333333333;0;0;0.7475;128.875;0.346153846153846;0.916666666666667;0.055;0.00121111111111111;144.285.714.285.714;187.714.285.714.286;0;102.090.909.090.909
2157;8697;342;8.69;0.8;79.9;23.39;5;0;0.15;0;1;0;0;3;0.05;0.23;24;0;2.09;50;0;119;0;0.89;0;0.0882352941176471;0;0.0111111111111111;0;0;0.1875;0.0384615384615385;0.191666666666667;0.02;0;0.119047619047619;0.17;0;0.0809090909090909
3581;11934;113;1.86;4.22;16.81;1.43;1.5;38;0.222;0.07;6;0.12;8;1.072;0.041;0.086;24;0.138;0.26;18;0.114;45;0.8;0.27;0.0422222222222222;0.130588235294118;0.0291666666666667;0.0666666666666667;0.008;0.02;0.067;0.0315384615384615;0.0716666666666667;0.02;0.000153333333333333;0.0428571428571429;0.0642857142857143;0.0145454545454545;0.0245454545454545
8394;42128;124;19.6;3.8;2.93;0;0;0;0.23;0.26;0;0.39;6;3.53;0.25;0.05;5;0.11;1.35;20;0;304;37;2.36;0;0.135294117647059;0.108333333333333;0;0.026;0.015;0.220625;0.192307692307692;0.0416666666666667;0.00416666666666667;0.000122222222222222;0.0476190476190476;0.434285714285714;0.672727272727273;0.214545454545455
176;1206;482;0.68;21.47;75.42;58.01;1.2;0;0.004;0;0;0.41;1;0.084;0.027;0.004;5;0.135;0.63;17;0.14;28;1.3;0.23;0;0.00235294117647059;0;0;0.0273333333333333;0.0025;0.00525;0.0207692307692308;0.00333333333333333;0.00416666666666667;0.00015;0.0404761904761905;0.04;0.0236363636363636;0.0209090909090909
3315;11622;42;2.8;0.6;8.32;0;1.7;155;0.227;0;130;0;28;1.3;0.06;0.07;205;0.243;3;88;0.648;62;0.9;0.37;0.172222222222222;0.133529411764706;0;144.444.444.444.444;0;0.07;0.08125;0.0461538461538461;0.0583333333333333;0.170833333333333;0.00027;0.20952380952381;0.0885714285714286;0.0163636363636364;0.0336363636363636
548;3869;521;10.85;28;57;57;0;470;0.31;1.56;62;6.9;141;5.2;0.13;0.42;430;0.39;9.4;42;0;290;14.6;5.2;0.522222222222222;0.182352941176471;0.65;0.688888888888889;0.46;0.3525;0.325;0.1;0.35;0.358333333333333;0.000433333333333333;0.1;0.414285714285714;0.265454545454545;0.472727272727273
7727;27050;150;0.27;0.02;38.22;18.75;0.1;1;0.053;0;8.7;0.01;8;0.187;0.019;0.048;10;0.079;0.21;8;0.761;7;0.4;0.09;0.00111111111111111;0.0311764705882353;0;0.0966666666666667;0.000666666666666667;0.02;0.0116875;0.0146153846153846;0.04;0.00833333333333333;8,78E+09;0.019047619047619;0.01;0.00727272727272727;0.00818181818181818
7302;23265;125;22.89;3.72;0;0;0;2;0.575;2.69;0;0;4;5.717;0.219;0.073;5;0.073;2.17;26;0;233;23.5;6.1;0.00222222222222222;0.338235294117647;112.083.333.333.333;0;0;0.01;0.3573125;0.168461538461538;0.0608333333333333;0.00416666666666667;8,11E+09;0.0619047619047619;0.332857142857143;0.427272727272727;0.554545454545455
4005;13821;183;26.65;8.46;0;0;0;2;0.409;3.24;0;0.12;6;4.693;0.193;0.075;19;0.078;2.47;22;0.014;210;27.3;9.73;0.00222222222222222;0.240588235294118;1.35;0;0.008;0.015;0.2933125;0.148461538461538;0.0625;0.0158333333333333;8,67E+09;0.0523809523809524;0.3;0.496363636363636;0.884545454545455
8462;42307;718;0.9;80.7;0.6;0;0;819;0.01;0.1;0.1;5;2;0.03;0.04;0.01;28;0.005;0.09;2;0;23;0.5;0.02;0.91;0.00588235294117647;0.0416666666666667;0.00111111111111111;0.333333333333333;0.005;0.001875;0.0307692307692308;0.00833333333333333;0.0233333333333333;5,56E+08;0.00476190476190476;0.0328571428571429;0.00909090909090909;0.00181818181818182
4081;13899;225;34.6;8.54;0;0;0;0;0.27;2.64;0;0;9;3.67;0.24;0.07;4;0.119;3.18;25;0.017;217;32.5;4.37;0;0.158823529411765;1.1;0;0;0.0225;0.229375;0.184615384615385;0.0583333333333333;0.00333333333333333;0.000132222222222222;0.0595238095238095;0.31;0.590909090909091;0.397272727272727
1008;5294;157;18.8;8.54;0;0;0;0;0.23;0.24;0;0;6;2.409;0.255;0.083;8;0.139;1.51;17;0.015;171;27.9;4.12;0;0.135294117647059;0.1;0;0;0.015;0.1505625;0.196153846153846;0.0691666666666667;0.00666666666666667;0.000154444444444444;0.0404761904761905;0.244285714285714;0.507272727272727;0.374545454545455
7276;23239;173;28.97;6.37;0;0;0;1;0.581;3.36;0;0;7;5.851;0.193;0.067;5;0.101;2.77;27;0;245;35;7.11;0.00111111111111111;0.341764705882353;1.4;0;0;0.0175;0.3656875;0.148461538461538;0.0558333333333333;0.00416666666666667;0.000112222222222222;0.0642857142857143;0.35;0.636363636363636;0.646363636363636
5067;16598;261;8.7;8;38.5;4.5;1.4;0;0;0.1;0;0;0;2.4;0.3;0.3;126;0;2.8;25;0;306;0;0.8;0;0;0.0416666666666667;0;0;0;0.15;0.230769230769231;0.25;0.105;0;0.0595238095238095;0.437142857142857;0;0.0727272727272727
6380;19874;124;4.31;1.88;30.07;7.1;6;0;0;0;0.9;0;0;0;0;0;138;0;0.71;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0.115;0;0;0;0;0
165;1190;148;22.7;1;11.7;6.7;0.2;0;0;0;0.2;0;0;0;0.28;0;712;0;0.05;0;0;923;0;2.5;0;0;0;0.00222222222222222;0;0;0;0.215384615384615;0;0.593333333333333;0;0;131.857.142.857.143;0;0.227272727272727
850;5051;300;25.95;20.97;0;0;0;105;0.27;0.27;0;0.27;6;6.718;0.195;0.061;21;0.076;1.42;20;0.022;154;22.5;2.25;0.116666666666667;0.158823529411765;0.1125;0;0.018;0.015;0.419875;0.15;0.0508333333333333;0.0175;8,44E+09;0.0476190476190476;0.22;0.409090909090909;0.204545454545455
7618;23631;125;22.26;3.32;0;0;0;0;0.556;1.77;0;0.28;13;4.908;0.146;0.085;18;0.094;1.86;23;0.012;204;27.6;5.68;0;0.327058823529412;0.7375;0;0.0186666666666667;0.0325;0.30675;0.112307692307692;0.0708333333333333;0.015;0.000104444444444444;0.0547619047619048;0.291428571428571;0.501818181818182;0.516363636363636
1035;5332;143;17.44;8.1;0.04;0;0;0;0.512;0.56;0;0.27;1;5.575;0.241;0.109;6;0.065;0.82;21;0.016;178;10.2;1.47;0;0.301176470588235;0.233333333333333;0;0.018;0.0025;0.3484375;0.185384615384615;0.0908333333333333;0.005;7,22E+09;0.05;0.254285714285714;0.185454545454545;0.133636363636364
8463;42309;450;1;50;1;0;0;819;0.01;0.1;0.1;5.7;2;0.03;0.04;0.01;28;0.005;0.09;2;0;23;0.5;0.02;0.91;0.00588235294117647;0.0416666666666667;0.00111111111111111;0.38;0.005;0.001875;0.0307692307692308;0.00833333333333333;0.0233333333333333;5,56E+08;0.00476190476190476;0.0328571428571429;0.00909090909090909;0.00181818181818182
7358;23322;405;14.54;38.3;0.42;0;0;6;0;0;0;0;0;0;0;0;3;0;1.82;0;0;0;0;0;0.00666666666666667;0;0;0;0;0;0;0;0;0.0025;0;0;0;0;0
3299;11597;74;5.85;1.1;14.1;0;0;405;0.232;0;45;0;16;3.472;0.602;0.833;224;0.456;4;8;1.367;63;0.9;1.28;0.45;0.136470588235294;0;0.5;0;0.04;0.217;0.463076923076923;0.694166666666667;0.186666666666667;0.000506666666666667;0.019047619047619;0.09;0.0163636363636364;0.116363636363636
4883;16213;84;8.9;4.4;2.3;0.3;0.8;0;0;0;0;0;0;0;0;0;125;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.104166666666667;0;0;0;0;0
1024;5313;248;25.34;13.9;3.84;2.1;0.9;20;0.21;0.48;0.5;0.38;12;7.1;0.296;0.081;38;0.049;2.74;27;0;272;41.7;1.55;0.0222222222222222;0.123529411764706;0.2;0.00555555555555556;0.0253333333333333;0.03;0.44375;0.227692307692308;0.0675;0.0316666666666667;5,44E+09;0.0642857142857143;0.388571428571429;0.758181818181818;0.140909090909091
1937;8221;369;8.12;5.64;74.83;0.88;4.7;0;0.13;0;0;0.19;0;8.45;0.69;0.8;413;0;30;23;0;115;0;0.66;0;0.0764705882352941;0;0;0.0126666666666667;0;0.528125;0.530769230769231;0.666666666666667;0.344166666666667;0;0.0547619047619048;0.164285714285714;0;0.06
999;5228;147;30.13;2.08;0;0;0;3;0.807;0.81;0;0.06;10;11.75;0.205;0.035;9;0.063;0.71;32;0.011;230;30.2;1.72;0.00333333333333333;0.474705882352941;0.3375;0;0.004;0.025;0.734375;0.157692307692308;0.0291666666666667;0.0075;7,00E-05;0.0761904761904762;0.328571428571429;0.549090909090909;0.156363636363636
1556;6960;535;15.32;36.35;36.52;5.4;2;54;0.134;0.38;0;1.84;4;2.07;0.054;0.156;467;0.064;0.94;32;0.056;415;9.3;1.49;0.06;0.0788235294117647;0.158333333333333;0;0.122666666666667;0.01;0.129375;0.0415384615384615;0.13;0.389166666666667;7,11E+09;0.0761904761904762;0.592857142857143;0.169090909090909;0.135454545454545
622;4022;141;0.5;4;27.6;21.87;0.3;2;0.009;0.12;6;0.4;3;0.002;0.013;0.007;19;0.01;0.6;0;0;37;1.6;0.1;0.00222222222222222;0.00529411764705882;0.05;0.0666666666666667;0.0266666666666667;0.0075;0.000125;0.01;0.00583333333333333;0.0158333333333333;1,11E+09;0;0.0528571428571429;0.0290909090909091;0.00909090909090909
6036;19045;502;4.56;26.14;64.76;0.63;3.2;0;0.412;0;12;2.18;27;3.595;0.015;0.212;29;0.153;1.11;45;0.361;129;2.9;0.7;0;0.242352941176471;0;0.133333333333333;0.145333333333333;0.0675;0.2246875;0.0115384615384615;0.176666666666667;0.0241666666666667;0.00017;0.107142857142857;0.184285714285714;0.0527272727272727;0.0636363636363636
1331;6236;77;2.31;0.77;10;7.69;2.3;0;0;0;0.9;0;0;0;0;0;31;0;0.55;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0.0258333333333333;0;0;0;0;0
8153;35055;351;82.6;2.3;0;0;0;393;0;0;0;0;0;0;0.63;0.13;0;0;49.6;0;0;784;0;0;0.436666666666667;0;0;0;0;0;0;0.484615384615385;0.108333333333333;0;0;0;1.12;0;0
3700;12122;646;15.03;62.4;17.6;4.89;9.4;3;0.62;0;3.8;15.28;88;2.05;0.123;0.338;123;1.75;4.38;173;5.55;310;4.1;2.5;0.00333333333333333;0.364705882352941;0;0.0422222222222222;101.866.666.666.667;0.22;0.128125;0.0946153846153846;0.281666666666667;0.1025;0.00194444444444444;0.411904761904762;0.442857142857143;0.0745454545454545;0.227272727272727
4249;14137;36;0;0;9.09;9.09;0;0;0;0;0;0;0;0;0;0;3;0.008;0;1;0.131;36;0;0.06;0;0;0;0;0;0;0;0;0;0.0025;8,89E+08;0.00238095238095238;0.0514285714285714;0;0.00545454545454545
8199;35142;330;6.69;12.22;48.26;2.03;0;0;0.038;0;0;0;196;4.603;0.217;0.43;57;0.091;4.04;18;0.297;123;18.6;0.35;0;0.0223529411764706;0;0;0;0.49;0.2876875;0.166923076923077;0.358333333333333;0.0475;0.000101111111111111;0.0428571428571429;0.175714285714286;0.338181818181818;0.0318181818181818
2536;10022;242;27.32;13.92;0;0;0;2;0.464;0.7;0.6;0.29;5;5.037;0.321;0.877;19;0.073;0.87;28;0.009;246;45.3;2.39;0.00222222222222222;0.272941176470588;0.291666666666667;0.00666666666666667;0.0193333333333333;0.0125;0.3148125;0.246923076923077;0.730833333333333;0.0158333333333333;8,11E+09;0.0666666666666667;0.351428571428571;0.823636363636364;0.217272727272727
4303;14245;95;2.93;3.02;14.2;12.66;0;26;0.033;0.39;0;0.06;5;0.112;0.166;0.04;92;0.022;0.12;10;0.007;77;3.4;0.35;0.0288888888888889;0.0194117647058824;0.1625;0;0.004;0.0125;0.007;0.127692307692308;0.0333333333333333;0.0766666666666667;2,44E+09;0.0238095238095238;0.11;0.0618181818181818;0.0318181818181818
6238;19296;304;0.3;0;82.4;82.12;0.2;0;0.024;0;0.5;0;2;0.121;0.038;0;6;0.036;0.42;2;0.08;4;0.8;0.22;0;0.0141176470588235;0;0.00555555555555556;0;0.005;0.0075625;0.0292307692307692;0;0.005;4,00E-05;0.00476190476190476;0.00571428571428571;0.0145454545454545;0.02
6629;21035;291;20.32;18.04;10.61;0;0;45;0.22;0.56;0;0;25;4.87;0.29;0.09;24;0.08;1.08;25;0.086;162;23.7;2.19;0.05;0.129411764705882;0.233333333333333;0;0;0.0625;0.304375;0.223076923076923;0.075;0.02;8,89E+09;0.0595238095238095;0.231428571428571;0.430909090909091;0.199090909090909
1889;8120;379;13.15;6.52;67.7;0.99;10.1;0;0.1;0;0;0.42;32;1.125;0.155;0.46;52;0.391;4.25;138;3.63;410;28.9;3.64;0;0.0588235294117647;0;0;0.028;0.08;0.0703125;0.119230769230769;0.383333333333333;0.0433333333333333;0.000434444444444444;0.328571428571429;0.585714285714286;0.525454545454545;0.330909090909091
4790;16077;119;15.57;2.92;9.88;0;2.8;0;0.009;0;1.1;0;59;0.495;0.053;0.134;51;0.231;1.2;54;0.676;128;2.6;1.38;0;0.00529411764705882;0;0.0122222222222222;0;0.1475;0.0309375;0.0407692307692308;0.111666666666667;0.0425;0.000256666666666667;0.128571428571429;0.182857142857143;0.0472727272727273;0.125454545454545
3676;12086;580;16.84;47.77;29.87;5.01;3.3;0;0.323;0;0.3;0.92;25;1.736;0.218;0.363;43;2.043;6.05;273;1.668;531;20.3;5.35;0;0.19;0;0.00333333333333333;0.0613333333333333;0.0625;0.1085;0.167692307692308;0.3025;0.0358333333333333;0.00227;0.65;0.758571428571429;0.369090909090909;0.486363636363636
6722;21146;248;13.63;9.33;27.35;3.83;4.1;0;0.136;1.13;0.2;0;0;2.393;0.27;0.2;147;0;2.4;39;0;290;0;1.83;0;0.08;0.470833333333333;0.00222222222222222;0;0;0.1495625;0.207692307692308;0.166666666666667;0.1225;0;0.0928571428571429;0.414285714285714;0;0.166363636363636
2542;10028;194;19.56;12.27;0;0;0;6;0.427;0.55;0;0.21;0;6.704;0.314;0.499;35;0.082;0.66;17;0.008;207;29.4;2.56;0.00666666666666667;0.251176470588235;0.229166666666667;0;0.014;0;0.419;0.241538461538462;0.415833333333333;0.0291666666666667;9,11E+09;0.0404761904761905;0.295714285714286;0.534545454545455;0.232727272727273
563;3939;63;1.8;3.5;6.09;6.1;0;59;0.04;0.2;5.4;0.42;9;0.49;0.1;0.07;59;0.046;1.18;7;0;41;1.4;0.53;0.0655555555555556;0.0235294117647059;0.0833333333333333;0.06;0.028;0.0225;0.030625;0.0769230769230769;0.0583333333333333;0.0491666666666667;5,11E+09;0.0166666666666667;0.0585714285714286;0.0254545454545455;0.0481818181818182
4615;15164;86;11.9;2.24;3.69;0;0;48;0.05;12;8;0.55;42;1.6;0.21;0.16;26;0.094;3.95;34;3.4;197;44.8;1.6;0.0533333333333333;0.0294117647058824;5;0.0888888888888889;0.0366666666666667;0.105;0.1;0.161538461538462;0.133333333333333;0.0216666666666667;0.000104444444444444;0.080952380952381;0.281428571428571;0.814545454545454;0.145454545454545
